2023-07-01 09:37:46,803 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sat Jul 01 09:37:46 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-09 15:19:04,827 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 15:19:04,829 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 15:19:04,829 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 15:19:04,831 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 15:19:04,831 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 15:19:04,833 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 15:19:04,833 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 15:19:04,912 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-09 15:19:04,912 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 15:19:04,913 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52347-1688908744657-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-09 15:19:04,913 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-09 15:19:05,171 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-09 15:19:05,207 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-09 15:19:05,363 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-09 17:10:06,837 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Sun Jul 09 17:10:06 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-09 17:10:07,231 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-09 17:10:07,240 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-09 17:10:07,455 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-09 17:10:07,476 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-09 17:10:07,486 | INFO  | Recovery replayed 136 operations from the journal in 0.022 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-09 17:10:07,613 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54191-1688915407499-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-09 17:10:07,665 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 17:10:07,665 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 17:10:07,667 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 17:10:07,667 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 17:10:07,669 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 17:10:07,669 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 17:10:07,671 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-09 17:10:07,671 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 17:10:07,745 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-09 17:10:07,745 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-09 17:10:07,745 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-54191-1688915407499-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-09 17:10:07,745 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-09 17:10:07,986 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-09 17:10:08,023 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-09 17:10:08,155 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-09 17:12:16,312 | WARN  | Transport Connection to: tcp://127.0.0.1:54227 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54227@61616
2023-07-09 17:12:16,703 | WARN  | Transport Connection to: tcp://127.0.0.1:54232 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54232@61616
2023-07-09 17:12:17,049 | WARN  | Transport Connection to: tcp://127.0.0.1:54243 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54243@61616
2023-07-09 17:20:19,664 | WARN  | Transport Connection to: tcp://127.0.0.1:54391 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54391@61616
2023-07-09 17:20:20,008 | WARN  | Transport Connection to: tcp://127.0.0.1:54398 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54398@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54411 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54411@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54415 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54415@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54413 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54413@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54407 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54407@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54425 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54425@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54423 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54423@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54430 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54430@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54421 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54421@61616
2023-07-09 17:20:20,303 | WARN  | Transport Connection to: tcp://127.0.0.1:54418 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54418@61616
2023-07-09 17:20:20,304 | WARN  | Transport Connection to: tcp://127.0.0.1:54427 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54427@61616
2023-07-09 17:23:04,892 | WARN  | Transport Connection to: tcp://127.0.0.1:54480 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54480@61616
2023-07-09 17:23:05,159 | WARN  | Transport Connection to: tcp://127.0.0.1:54484 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54484@61616
2023-07-09 17:23:05,465 | WARN  | Transport Connection to: tcp://127.0.0.1:54496 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54496@61616
2023-07-09 17:23:05,465 | WARN  | Transport Connection to: tcp://127.0.0.1:54502 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54502@61616
2023-07-09 17:23:05,465 | WARN  | Transport Connection to: tcp://127.0.0.1:54499 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54499@61616
2023-07-09 17:23:05,465 | WARN  | Transport Connection to: tcp://127.0.0.1:54506 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54506@61616
2023-07-09 17:23:05,466 | WARN  | Transport Connection to: tcp://127.0.0.1:54510 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54510@61616
2023-07-09 17:23:05,466 | WARN  | Transport Connection to: tcp://127.0.0.1:54515 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54515@61616
2023-07-09 17:23:05,466 | WARN  | Transport Connection to: tcp://127.0.0.1:54517 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54517@61616
2023-07-09 17:23:05,466 | WARN  | Transport Connection to: tcp://127.0.0.1:54508 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54508@61616
2023-07-09 17:23:05,466 | WARN  | Transport Connection to: tcp://127.0.0.1:54513 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54513@61616
2023-07-09 17:23:05,465 | WARN  | Transport Connection to: tcp://127.0.0.1:54504 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54504@61616
2023-07-09 17:25:30,829 | WARN  | Transport Connection to: tcp://127.0.0.1:54542 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54542@61616
2023-07-09 17:25:31,073 | WARN  | Transport Connection to: tcp://127.0.0.1:54546 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54546@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54562 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54562@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54566 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54566@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54564 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54564@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54560 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54560@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54556 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54556@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54574 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54574@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54577 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54577@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54570 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54570@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54572 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54572@61616
2023-07-09 17:25:31,372 | WARN  | Transport Connection to: tcp://127.0.0.1:54568 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:54568@61616
2023-07-10 11:35:32,897 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Mon Jul 10 11:35:32 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-10 11:35:33,315 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-10 11:35:33,324 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-10 11:35:33,574 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 11:35:33,594 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 11:35:33,608 | INFO  | Recovery replayed 325 operations from the journal in 0.025 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 11:35:33,735 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-51713-1688981733621-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-10 11:35:33,788 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 11:35:33,789 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 11:35:33,790 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 11:35:33,791 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 11:35:33,792 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 11:35:33,792 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 11:35:33,794 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 11:35:33,794 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 11:35:33,862 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-10 11:35:33,862 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 11:35:33,862 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-51713-1688981733621-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-10 11:35:33,862 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-10 11:35:34,153 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-10 11:35:34,190 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-10 11:35:34,321 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-10 11:36:01,458 | WARN  | Transport Connection to: tcp://127.0.0.1:51738 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51738@61616
2023-07-10 11:36:53,494 | WARN  | Transport Connection to: tcp://127.0.0.1:51747 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51747@61616
2023-07-10 11:38:57,713 | WARN  | Transport Connection to: tcp://127.0.0.1:51780 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51780@61616
2023-07-10 11:40:41,802 | WARN  | Transport Connection to: tcp://127.0.0.1:51817 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:51817@61616
2023-07-10 12:49:56,874 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Mon Jul 10 12:49:56 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-10 12:49:57,283 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-10 12:49:57,293 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-10 12:49:57,501 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 12:49:57,523 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 12:49:57,524 | INFO  | Recovery replayed 8 operations from the journal in 0.014 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 12:49:57,653 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52339-1688986197536-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-10 12:49:57,706 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 12:49:57,706 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 12:49:57,708 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 12:49:57,708 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 12:49:57,710 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 12:49:57,710 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 12:49:57,712 | INFO  | Listening for connections at: mqtt://DESKTOP-EGLKD70:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 12:49:57,712 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 12:49:57,784 | INFO  | Listening for connections at ws://DESKTOP-EGLKD70:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2023-07-10 12:49:57,784 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 12:49:57,785 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52339-1688986197536-0:1) started | org.apache.activemq.broker.BrokerService | main
2023-07-10 12:49:57,785 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2023-07-10 12:49:58,000 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2023-07-10 12:49:58,038 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2023-07-10 12:49:58,157 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2023-07-10 12:55:48,542 | WARN  | Transport Connection to: tcp://127.0.0.1:52369 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52369@61616
2023-07-10 12:56:34,702 | WARN  | Transport Connection to: tcp://127.0.0.1:52475 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52475@61616
2023-07-10 12:58:15,404 | WARN  | Transport Connection to: tcp://127.0.0.1:52505 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52505@61616
2023-07-10 13:04:18,427 | WARN  | Transport Connection to: tcp://127.0.0.1:52559 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52559@61616
2023-07-10 13:04:58,683 | WARN  | Transport Connection to: tcp://127.0.0.1:52575 failed: java.net.SocketException: Connection reset | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///127.0.0.1:52575@61616
2023-07-10 13:05:22,855 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52339-1688986197536-0:1) is shutting down | org.apache.activemq.broker.BrokerService | Thread-31
2023-07-10 13:05:22,856 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 13:05:22,856 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 13:05:22,856 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 13:05:22,856 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 13:05:22,940 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | Thread-31
2023-07-10 13:05:22,942 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | Thread-31
2023-07-10 13:05:22,942 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-31
2023-07-10 13:05:22,942 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | Thread-31
2023-07-10 13:05:22,942 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | Thread-31
2023-07-10 13:05:23,046 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52339-1688986197536-0:1) uptime 15 minutes | org.apache.activemq.broker.BrokerService | Thread-31
2023-07-10 13:05:23,046 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-52339-1688986197536-0:1) is shutdown | org.apache.activemq.broker.BrokerService | Thread-31
2023-07-10 13:05:23,046 | INFO  | Closing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Mon Jul 10 12:49:56 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | Thread-31
2023-07-10 13:05:23,082 | INFO  | Destroying Spring FrameworkServlet 'dispatcher' | /admin | Thread-31
2023-07-10 16:00:51,169 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6a41eaa2: startup date [Mon Jul 10 16:00:51 CEST 2023]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2023-07-10 16:00:51,550 | INFO  | PListStore:[H:\Download\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2023-07-10 16:00:51,559 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[H:\Download\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:00:51,758 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 16:00:51,780 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 16:00:51,781 | INFO  | Recovery replayed 8 operations from the journal in 0.015 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2023-07-10 16:00:51,906 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-EGLKD70-53528-1688997651793-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2023-07-10 16:00:51,966 | INFO  | Listening for connections at: tcp://DESKTOP-EGLKD70:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:00:51,966 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:00:51,968 | INFO  | Listening for connections at: amqp://DESKTOP-EGLKD70:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:00:51,969 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2023-07-10 16:00:51,971 | INFO  | Listening for connections at: stomp://DESKTOP-EGLKD70:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2023-07-10 16:00:51,972 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
